user_id,course_id,interaction_type,interaction
user_112,221872,enrolled,1
user_219,221872,view,1
user_442,221872,view,1
user_68,221872,view,1
user_468,221872,buy,1
user_386,221872,view,1
user_419,221872,view,1
user_256,221872,enrolled,1
user_421,221872,view,1
user_110,662318,complete,1
user_38,662318,view,1
user_45,662318,enrolled,1
user_168,662318,view,1
user_415,662318,complete,1
user_356,662318,view,1
user_126,662318,view,1
user_165,662318,view,1
user_342,662318,view,1
user_134,662318,view,1
user_303,662318,complete,1
user_201,662318,enrolled,1
user_207,662318,view,1
user_86,662318,view,1
user_424,662318,view,1
user_484,662318,enrolled,1
user_269,662318,view,1
user_69,662318,buy,1
user_212,73044,view,1
user_335,73044,view,1
user_376,73044,view,1
user_366,73044,enrolled,1
user_389,73044,buy,1
user_238,73044,view,1
user_235,73044,view,1
user_168,73044,complete,1
user_142,73044,view,1
user_341,73044,enrolled,1
user_187,73044,view,1
user_310,73044,complete,1
user_374,73044,view,1
user_433,73044,enrolled,1
user_250,73044,complete,1
user_225,73044,view,1
user_358,73044,view,1
user_103,73044,complete,1
user_54,73044,buy,1
user_456,73044,view,1
user_196,73044,enrolled,1
user_493,73044,enrolled,1
user_7,73044,view,1
user_254,73044,buy,1
user_200,73044,view,1
user_74,73044,enrolled,1
user_140,73044,buy,1
user_106,73044,view,1
user_76,73044,view,1
user_56,73044,view,1
user_382,73044,view,1
user_10,73044,view,1
user_432,73044,view,1
user_259,73044,buy,1
user_46,73044,view,1
user_405,73044,view,1
user_36,73044,view,1
user_204,73044,enrolled,1
user_100,73044,view,1
user_296,73044,buy,1
user_349,73044,view,1
user_485,73044,view,1
user_171,714188,enrolled,1
user_144,714188,enrolled,1
user_108,714188,enrolled,1
user_391,714188,view,1
user_456,714188,buy,1
user_243,714188,buy,1
user_270,714188,enrolled,1
user_456,714188,view,1
user_426,714188,view,1
user_234,714188,complete,1
user_297,714188,enrolled,1
user_15,714188,buy,1
user_327,548044,view,1
user_12,548044,buy,1
user_477,548044,view,1
user_132,548044,view,1
user_467,548044,view,1
user_327,548044,enrolled,1
user_495,548044,view,1
user_140,548044,enrolled,1
user_70,548044,view,1
user_493,548044,view,1
user_40,548044,enrolled,1
user_21,548044,buy,1
user_370,548044,view,1
user_169,548044,complete,1
user_242,548044,view,1
user_460,548044,enrolled,1
user_257,548044,complete,1
user_492,548044,view,1
user_105,548044,view,1
user_371,548044,view,1
user_382,548044,view,1
user_335,498360,buy,1
user_460,498360,buy,1
user_241,498360,buy,1
user_314,498360,view,1
user_215,498360,view,1
user_128,498360,view,1
user_99,498360,view,1
user_34,498360,buy,1
user_471,498360,view,1
user_135,498360,enrolled,1
user_17,498360,buy,1
user_1,498360,enrolled,1
user_486,498360,enrolled,1
user_35,498360,view,1
user_480,498360,view,1
user_339,498360,view,1
user_242,498360,view,1
user_18,425338,view,1
user_486,425338,buy,1
user_34,425338,view,1
user_121,425338,view,1
user_224,425338,view,1
user_151,425338,view,1
user_77,425338,view,1
user_347,425338,buy,1
user_479,425338,complete,1
user_20,425338,view,1
user_211,425338,buy,1
user_326,425338,view,1
user_454,425338,enrolled,1
user_185,425338,enrolled,1
user_500,425338,view,1
user_303,425338,buy,1
user_238,425338,enrolled,1
user_209,425338,complete,1
user_323,425338,view,1
user_120,425338,complete,1
user_119,425338,enrolled,1
user_210,425338,buy,1
user_163,425338,view,1
user_275,425338,view,1
user_357,425338,view,1
user_324,425338,enrolled,1
user_98,425338,enrolled,1
user_45,425338,complete,1
user_232,425338,buy,1
user_400,425338,enrolled,1
user_428,164102,view,1
user_422,164102,view,1
user_228,164102,view,1
user_484,164102,view,1
user_329,164102,view,1
user_46,164102,enrolled,1
user_377,164102,buy,1
user_430,164102,buy,1
user_62,164102,view,1
user_81,164102,view,1
user_118,164102,view,1
user_173,164102,buy,1
user_242,164102,view,1
user_14,164102,complete,1
user_72,164102,enrolled,1
user_340,164102,buy,1
user_15,164102,enrolled,1
user_318,164102,view,1
user_133,164102,buy,1
user_153,164102,enrolled,1
user_280,902888,view,1
user_334,902888,enrolled,1
user_225,902888,complete,1
user_325,902888,buy,1
user_47,902888,buy,1
user_449,902888,view,1
user_171,902888,view,1
user_183,902888,view,1
user_113,902888,enrolled,1
user_326,902888,view,1
user_464,902888,view,1
user_416,902888,enrolled,1
user_461,902888,complete,1
user_68,902888,view,1
user_190,902888,complete,1
user_5,902888,enrolled,1
user_27,902888,enrolled,1
user_362,902888,view,1
user_455,902888,view,1
user_174,902888,view,1
user_438,902888,enrolled,1
user_162,245822,complete,1
user_88,245822,complete,1
user_246,245822,buy,1
user_427,245822,enrolled,1
user_335,245822,view,1
user_456,245822,view,1
user_460,245822,view,1
user_145,245822,buy,1
user_27,245822,complete,1
user_491,245822,view,1
user_38,245822,view,1
user_360,245822,enrolled,1
user_369,245822,complete,1
user_263,245822,buy,1
user_69,245822,view,1
user_79,245822,complete,1
user_362,245822,complete,1
user_75,245822,buy,1
user_408,245822,complete,1
user_339,245822,view,1
user_463,245822,enrolled,1
user_269,245822,view,1
user_140,245822,enrolled,1
user_333,245822,buy,1
user_348,245822,view,1
user_34,729128,view,1
user_9,729128,buy,1
user_435,729128,view,1
user_92,729128,buy,1
user_137,729128,view,1
user_326,729128,enrolled,1
user_296,729128,view,1
user_380,729128,view,1
user_73,729128,view,1
user_500,729128,view,1
user_353,729128,enrolled,1
user_352,729128,view,1
user_142,729128,view,1
user_334,773650,view,1
user_244,773650,view,1
user_292,773650,enrolled,1
user_190,773650,complete,1
user_148,773650,view,1
user_168,773650,buy,1
user_93,773650,buy,1
user_304,773650,complete,1
user_132,773650,buy,1
user_467,773650,view,1
user_416,773650,complete,1
user_153,773650,view,1
user_216,773650,view,1
user_87,773650,view,1
user_426,773650,view,1
user_91,773650,view,1
user_173,773650,view,1
user_69,773650,view,1
user_358,773650,view,1
user_110,773650,enrolled,1
user_10,773650,view,1
user_197,773650,buy,1
user_220,773650,view,1
user_345,773650,view,1
user_292,466632,buy,1
user_465,466632,view,1
user_392,466632,view,1
user_15,466632,view,1
user_13,466632,view,1
user_306,466632,complete,1
user_249,466632,view,1
user_94,466632,buy,1
user_116,466632,complete,1
user_12,466632,enrolled,1
user_420,466632,view,1
user_314,466632,view,1
user_99,466632,complete,1
user_371,466774,buy,1
user_252,466774,buy,1
user_210,466774,view,1
user_383,466774,view,1
user_165,466774,view,1
user_1,466774,view,1
user_200,466774,buy,1
user_54,466774,buy,1
user_244,466774,buy,1
user_453,466774,view,1
user_276,466774,view,1
user_269,466774,enrolled,1
user_427,466774,enrolled,1
user_429,466774,buy,1
user_329,466774,view,1
user_277,442114,buy,1
user_11,442114,complete,1
user_444,442114,view,1
user_381,442114,buy,1
user_242,442114,view,1
user_389,442114,buy,1
user_75,442114,view,1
user_261,442114,view,1
user_127,442114,enrolled,1
user_154,442114,buy,1
user_251,442114,view,1
user_174,442114,view,1
user_366,442114,enrolled,1
user_334,442114,view,1
user_392,442114,enrolled,1
user_432,442114,view,1
user_351,442114,enrolled,1
user_382,442114,view,1
user_420,442114,view,1
user_411,442114,buy,1
user_196,442114,enrolled,1
user_387,442114,view,1
user_420,442114,enrolled,1
user_339,442114,buy,1
user_199,442114,view,1
user_497,442114,complete,1
user_376,442114,view,1
user_242,442114,buy,1
user_92,442114,view,1
user_223,442114,view,1
user_459,442114,enrolled,1
user_326,781954,view,1
user_211,781954,view,1
user_114,781954,view,1
user_65,781954,view,1
user_112,781954,buy,1
user_183,781954,view,1
user_463,781954,buy,1
user_207,781954,view,1
user_437,781954,view,1
user_85,781954,buy,1
user_33,781954,view,1
user_303,781954,buy,1
user_301,781954,buy,1
user_443,781954,buy,1
user_257,781954,view,1
user_110,781954,view,1
user_360,781954,enrolled,1
user_15,781954,view,1
user_94,781954,enrolled,1
user_319,781954,enrolled,1
user_259,781954,enrolled,1
user_94,781954,view,1
user_260,781954,buy,1
user_96,781954,buy,1
user_450,902150,view,1
user_102,902150,buy,1
user_114,902150,enrolled,1
user_104,902150,complete,1
user_356,902150,complete,1
user_375,902150,complete,1
user_466,902150,enrolled,1
user_181,902150,view,1
user_131,902150,view,1
user_277,902150,view,1
user_395,902150,buy,1
user_32,902150,buy,1
user_77,902150,complete,1
user_69,902150,complete,1
user_66,902150,buy,1
user_317,1169188,complete,1
user_217,1169188,view,1
user_255,1169188,view,1
user_200,1169188,view,1
user_13,1169188,view,1
user_20,1169188,complete,1
user_424,1169188,enrolled,1
user_153,1169188,buy,1
user_168,1169188,view,1
user_86,1169188,enrolled,1
user_253,1169188,buy,1
user_486,1169188,buy,1
user_189,1169188,view,1
user_234,1169188,buy,1
user_295,1169188,enrolled,1
user_374,1169188,view,1
user_228,1169188,view,1
user_162,1169188,buy,1
user_192,1169188,view,1
user_97,1169188,buy,1
user_251,1169188,view,1
user_102,1169188,buy,1
user_73,1169188,buy,1
user_95,1169188,buy,1
user_407,1169188,view,1
user_246,1169188,buy,1
user_275,1169188,buy,1
user_274,1169188,buy,1
user_401,1169188,enrolled,1
user_58,1169188,enrolled,1
user_221,1169188,buy,1
user_248,1169188,complete,1
user_56,1169188,view,1
user_31,1169188,view,1
user_81,1169188,enrolled,1
user_243,1169188,view,1
user_198,1169188,view,1
user_35,1169188,view,1
user_206,1169188,view,1
user_404,1169188,view,1
user_314,1169188,buy,1
user_370,1169188,enrolled,1
user_397,1169188,complete,1
user_486,1201912,view,1
user_485,1201912,complete,1
user_91,1201912,view,1
user_445,1201912,complete,1
user_80,1201912,view,1
user_28,1201912,enrolled,1
user_362,1201912,view,1
user_476,1201912,view,1
user_175,1201912,complete,1
user_358,1201912,view,1
user_106,1201912,view,1
user_37,1201912,enrolled,1
user_218,1201912,view,1
user_332,1201912,buy,1
user_182,1201912,enrolled,1
user_25,1201912,enrolled,1
user_136,1201912,view,1
user_195,1201912,view,1
user_452,1201912,view,1
user_218,1201912,complete,1
user_437,1201912,view,1
user_363,1201912,enrolled,1
user_2,1201912,view,1
user_374,1201912,buy,1
user_90,1201912,complete,1
user_382,1201912,complete,1
user_113,1201912,complete,1
user_351,167316,enrolled,1
user_325,167316,buy,1
user_51,167316,enrolled,1
user_372,167316,view,1
user_120,167316,view,1
user_197,167316,view,1
user_469,167316,view,1
user_292,167316,complete,1
user_332,167316,view,1
user_215,167316,enrolled,1
user_463,167316,complete,1
user_334,167316,complete,1
user_466,167316,buy,1
user_304,167316,view,1
user_394,167316,buy,1
user_312,167316,view,1
user_322,167316,view,1
user_147,167316,enrolled,1
user_364,167316,view,1
user_436,167316,view,1
user_430,167316,view,1
user_472,167316,view,1
user_62,167316,enrolled,1
user_93,167316,buy,1
user_316,167316,buy,1
user_278,167316,view,1
user_48,167316,complete,1
user_30,1028656,view,1
user_181,1028656,view,1
user_93,1028656,enrolled,1
user_44,1028656,view,1
user_373,1028656,complete,1
user_345,1028656,view,1
user_27,1028656,view,1
user_175,1028656,complete,1
user_257,1028656,enrolled,1
user_337,1028656,view,1
user_459,645890,buy,1
user_177,645890,enrolled,1
user_277,645890,buy,1
user_250,645890,view,1
user_229,645890,view,1
user_166,645890,buy,1
user_380,645890,view,1
user_381,645890,view,1
user_487,645890,view,1
user_455,645890,enrolled,1
user_495,645890,buy,1
user_396,645890,view,1
user_404,645890,enrolled,1
user_242,645890,enrolled,1
user_150,645890,view,1
user_19,645890,view,1
user_16,645890,view,1
user_421,645890,enrolled,1
user_56,645890,view,1
user_136,645890,view,1
user_377,645890,view,1
user_430,645890,view,1
user_396,645890,view,1
user_297,645890,view,1
user_216,645890,view,1
user_307,645890,buy,1
user_166,645890,enrolled,1
user_466,645890,enrolled,1
user_11,645890,view,1
user_97,559328,view,1
user_196,559328,enrolled,1
user_298,559328,view,1
user_202,559328,view,1
user_109,559328,view,1
user_57,559328,view,1
user_448,559328,view,1
user_468,559328,view,1
user_409,559328,view,1
user_134,559328,complete,1
user_140,559328,view,1
user_234,559328,view,1
user_269,559328,buy,1
user_232,559328,view,1
user_194,559328,view,1
user_162,559328,view,1
user_352,559328,complete,1
user_421,559328,view,1
user_266,559328,view,1
user_310,559328,view,1
user_156,559328,enrolled,1
user_167,559328,view,1
user_47,559328,view,1
user_70,559328,enrolled,1
user_390,559328,view,1
user_286,559328,view,1
user_245,559328,buy,1
user_287,559328,view,1
user_18,1225194,complete,1
user_414,1225194,buy,1
user_236,1225194,view,1
user_490,1225194,view,1
user_231,1225194,enrolled,1
user_88,1225194,buy,1
user_74,1225194,view,1
user_475,1225194,enrolled,1
user_142,1225194,complete,1
user_398,1225194,buy,1
user_206,1225194,view,1
user_146,1225194,view,1
user_119,1225194,complete,1
user_177,1225194,view,1
user_345,1225194,view,1
user_268,1225194,complete,1
user_210,1225194,enrolled,1
user_360,1225194,view,1
user_489,1225194,enrolled,1
user_498,1225194,view,1
user_207,1225194,view,1
user_320,1225194,enrolled,1
user_161,1225194,view,1
user_393,1225194,buy,1
user_373,1225194,view,1
user_67,1225194,enrolled,1
user_28,1225194,enrolled,1
user_216,1225194,complete,1
user_216,1225194,buy,1
user_227,1225194,view,1
user_185,1225194,complete,1
user_151,1225194,complete,1
user_39,1225194,complete,1
user_196,1225194,view,1
user_199,1225194,view,1
user_159,1225194,enrolled,1
user_30,1225194,view,1
user_252,1225194,view,1
user_409,1225194,view,1
user_99,1225194,view,1
user_158,1225194,buy,1
user_242,1225194,view,1
user_33,1225194,view,1
user_80,734280,enrolled,1
user_145,734280,buy,1
user_492,734280,view,1
user_12,734280,enrolled,1
user_28,734280,enrolled,1
user_159,734280,enrolled,1
user_309,734280,view,1
user_123,734280,view,1
user_448,734280,view,1
user_312,734280,buy,1
user_213,734280,buy,1
user_215,734280,buy,1
user_108,734280,view,1
user_432,734280,buy,1
user_203,734280,view,1
user_226,734280,enrolled,1
user_150,734280,view,1
user_376,734280,complete,1
user_238,734280,enrolled,1
user_88,734280,enrolled,1
user_21,734280,buy,1
user_307,734280,view,1
user_56,734280,view,1
user_385,734280,complete,1
user_95,734280,enrolled,1
user_330,734280,complete,1
user_413,734280,view,1
user_320,734280,view,1
user_117,734280,complete,1
user_32,734280,enrolled,1
user_436,734280,enrolled,1
user_28,734280,view,1
user_357,734280,buy,1
user_169,734280,buy,1
user_187,734280,buy,1
user_38,734280,complete,1
user_404,734280,view,1
user_244,734280,view,1
user_48,734280,complete,1
user_88,734280,buy,1
user_417,734280,enrolled,1
user_358,734280,buy,1
user_151,734280,view,1
user_400,1164568,view,1
user_298,1164568,enrolled,1
user_251,1164568,buy,1
user_473,1164568,view,1
user_296,1164568,buy,1
user_313,1164568,enrolled,1
user_360,1164568,view,1
user_310,1164568,view,1
user_261,1164568,buy,1
user_95,1164568,enrolled,1
user_118,1164568,complete,1
user_3,1164568,view,1
user_453,1164568,buy,1
user_76,1164568,view,1
user_223,1164568,view,1
user_455,1164568,enrolled,1
user_287,1164568,buy,1
user_373,1164568,enrolled,1
user_484,1164568,enrolled,1
user_195,1164568,complete,1
user_310,1164568,complete,1
user_291,1164568,view,1
user_174,1164568,enrolled,1
user_274,1164568,view,1
user_457,1164568,view,1
user_191,1164568,view,1
user_126,1164568,buy,1
user_342,1164568,complete,1
user_142,1164568,buy,1
user_34,1164568,buy,1
user_459,1164568,buy,1
user_45,1164568,view,1
user_424,1164568,view,1
user_72,1164568,view,1
user_77,1164568,view,1
user_24,1164568,view,1
user_233,1164568,view,1
user_331,1164568,buy,1
user_268,1164568,view,1
user_387,1164568,complete,1
user_194,1164568,view,1
user_57,1164568,enrolled,1
user_43,1164568,view,1
user_129,1164568,buy,1
user_160,1164568,view,1
user_288,1164568,buy,1
user_184,43291,buy,1
user_198,43291,enrolled,1
user_288,43291,enrolled,1
user_164,43291,view,1
user_477,43291,view,1
user_191,43291,view,1
user_191,43291,view,1
user_151,43291,view,1
user_283,43291,buy,1
user_159,43291,enrolled,1
user_363,43291,view,1
user_36,43291,view,1
user_141,43291,view,1
user_438,43291,complete,1
user_306,43291,complete,1
user_490,43291,view,1
user_326,43291,complete,1
user_391,43291,view,1
user_5,43291,complete,1
user_289,43291,view,1
user_280,43291,view,1
user_289,43291,enrolled,1
user_362,43291,complete,1
user_375,43291,complete,1
user_110,43291,view,1
user_28,43291,view,1
user_403,43291,view,1
user_148,43291,view,1
user_73,43291,enrolled,1
user_215,43291,view,1
user_268,43291,view,1
user_140,43291,view,1
user_169,43291,enrolled,1
user_438,43291,buy,1
user_104,43291,view,1
user_103,43291,view,1
user_54,43291,view,1
user_215,43291,view,1
user_199,43291,buy,1
user_39,43291,buy,1
user_317,43291,buy,1
user_241,43291,view,1
user_485,1034560,view,1
user_379,1034560,view,1
user_322,1034560,buy,1
user_345,1034560,view,1
user_73,1034560,buy,1
user_453,1034560,complete,1
user_446,1034560,complete,1
user_270,1034560,view,1
user_194,1034560,enrolled,1
user_381,1034560,view,1
user_427,1034560,view,1
user_17,1034560,buy,1
user_350,1034560,view,1
user_419,1034560,enrolled,1
user_365,1034560,view,1
user_19,1034560,view,1
user_167,1034560,view,1
user_365,1034560,buy,1
user_129,1034560,buy,1
user_344,1034560,view,1
user_33,1034560,view,1
user_474,1034560,enrolled,1
user_375,1034560,enrolled,1
user_146,1034560,enrolled,1
user_37,1034560,view,1
user_182,1034560,buy,1
user_380,1034560,buy,1
user_272,1034560,view,1
user_379,1034560,enrolled,1
user_118,1034560,view,1
user_402,1034560,view,1
user_331,1034560,enrolled,1
user_98,1034560,view,1
user_114,1034560,view,1
user_192,1034560,view,1
user_402,1034560,view,1
user_131,871682,buy,1
user_31,871682,view,1
user_83,871682,view,1
user_457,871682,view,1
user_174,871682,enrolled,1
user_169,871682,enrolled,1
user_246,871682,complete,1
user_29,871682,buy,1
user_34,871682,complete,1
user_114,871682,enrolled,1
user_474,871682,view,1
user_201,871682,enrolled,1
user_306,871682,enrolled,1
user_113,871682,enrolled,1
user_472,871682,view,1
user_260,871682,buy,1
user_106,871682,buy,1
user_240,871682,view,1
user_138,871682,view,1
user_456,871682,enrolled,1
user_342,871682,enrolled,1
user_331,871682,view,1
user_176,871682,buy,1
user_353,871682,view,1
user_444,871682,view,1
user_295,871682,view,1
user_288,871682,buy,1
user_17,871682,view,1
user_110,871682,buy,1
user_4,871682,enrolled,1
user_108,871682,view,1
user_397,871682,view,1
user_328,871682,view,1
user_83,871682,view,1
user_125,871682,buy,1
user_156,871682,enrolled,1
user_460,871682,view,1
user_379,871682,enrolled,1
user_232,871682,view,1
user_343,871682,enrolled,1
user_130,871682,view,1
user_232,871682,buy,1
user_268,871682,view,1
user_103,871682,view,1
user_159,871682,complete,1
user_468,871682,view,1
user_161,871682,enrolled,1
user_459,871682,enrolled,1
user_415,1057040,view,1
user_114,1057040,view,1
user_134,1057040,view,1
user_80,1057040,view,1
user_149,1057040,view,1
user_24,1057040,enrolled,1
user_364,1057040,complete,1
user_306,1057040,view,1
user_202,1057040,view,1
user_364,1057040,enrolled,1
user_345,1057040,buy,1
user_236,1057040,view,1
user_211,1057040,complete,1
user_207,1057040,enrolled,1
user_82,1057040,complete,1
user_57,1057040,enrolled,1
user_211,1057040,buy,1
user_87,1057040,buy,1
user_6,1057040,enrolled,1
user_18,1057040,enrolled,1
user_122,1057040,view,1
user_19,1057040,view,1
user_389,1057040,enrolled,1
user_455,1057040,complete,1
user_252,1032648,view,1
user_175,1032648,complete,1
user_452,1032648,view,1
user_182,1032648,view,1
user_422,1032648,complete,1
user_273,1032648,view,1
user_216,1032648,view,1
user_245,1032648,buy,1
user_262,1032648,view,1
user_51,1032648,enrolled,1
user_36,1032648,buy,1
user_87,1032648,enrolled,1
user_330,1032648,enrolled,1
user_210,1032648,view,1
user_308,1032648,buy,1
user_398,1032648,buy,1
user_202,1032648,view,1
user_487,1032648,view,1
user_55,1032648,enrolled,1
user_358,1032648,buy,1
user_152,1032648,buy,1
user_500,1032648,view,1
user_169,1032648,view,1
user_335,1032648,buy,1
user_296,1032648,complete,1
user_63,1032648,view,1
user_68,1032648,enrolled,1
user_319,1032648,view,1
user_89,1032648,buy,1
user_213,1032648,view,1
user_487,1032648,enrolled,1
user_209,1087466,view,1
user_412,1087466,buy,1
user_174,1087466,enrolled,1
user_459,1087466,buy,1
user_135,1087466,view,1
user_146,1087466,view,1
user_154,1087466,view,1
user_273,1087466,view,1
user_380,1087466,view,1
user_232,1087466,complete,1
user_165,1087466,buy,1
user_310,1087466,enrolled,1
user_314,1087466,view,1
user_391,1087466,complete,1
user_20,1087466,enrolled,1
user_475,1087466,enrolled,1
user_34,1087466,enrolled,1
user_256,1087466,view,1
user_330,1087466,buy,1
user_374,1087466,view,1
user_268,1087466,complete,1
user_72,1087466,enrolled,1
user_215,1087466,buy,1
user_96,1087466,buy,1
user_102,1087466,view,1
user_78,1087466,view,1
user_245,1087466,buy,1
user_21,1087466,complete,1
user_291,1087466,view,1
user_160,1087466,complete,1
user_416,1087466,buy,1
user_149,1087466,view,1
user_266,1087466,view,1
user_140,1087466,complete,1
user_299,1087466,view,1
user_203,1087466,complete,1
user_246,1087466,view,1
user_377,1087466,enrolled,1
user_104,1087466,buy,1
user_396,1087466,view,1
user_200,1087466,buy,1
user_430,1087466,view,1
user_53,1087466,complete,1
user_42,1087466,buy,1
user_54,1087466,view,1
user_390,1087466,complete,1
user_486,1087466,view,1
user_423,1087466,complete,1
user_490,1087466,view,1
user_237,1058852,enrolled,1
user_292,1058852,buy,1
user_396,1058852,buy,1
user_47,1058852,buy,1
user_213,1058852,view,1
user_72,1058852,complete,1
user_122,1058852,enrolled,1
user_124,1058852,complete,1
user_56,1058852,view,1
user_256,1058852,view,1
user_281,1058852,view,1
user_141,1058852,complete,1
user_297,1058852,view,1
user_92,1058852,view,1
user_7,1058852,view,1
user_42,1083744,complete,1
user_465,1083744,enrolled,1
user_126,1083744,view,1
user_12,1083744,view,1
user_114,1083744,complete,1
user_190,1083744,complete,1
user_281,1083744,enrolled,1
user_372,1083744,buy,1
user_89,1083744,view,1
user_423,1083744,view,1
user_411,1083744,view,1
user_374,1083744,view,1
user_107,1083744,view,1
user_166,1083744,enrolled,1
user_367,1083744,view,1
user_269,1083744,enrolled,1
user_405,1271430,view,1
user_295,1271430,view,1
user_340,1271430,enrolled,1
user_372,1271430,enrolled,1
user_2,1271430,view,1
user_237,1271430,view,1
user_68,1271430,buy,1
user_2,1271430,view,1
user_5,1271430,view,1
user_136,1271430,view,1
user_390,1271430,complete,1
user_481,1271430,view,1
user_192,1271430,view,1
user_20,1271430,view,1
user_332,1271430,view,1
user_37,1271430,enrolled,1
user_211,1271430,view,1
user_200,1271430,enrolled,1
user_44,1271430,view,1
user_251,1271430,complete,1
user_14,1271430,view,1
user_368,1271430,enrolled,1
user_133,1271430,buy,1
user_472,1271430,enrolled,1
user_90,1271430,view,1
user_150,1271430,enrolled,1
user_379,1271430,view,1
user_87,1271430,enrolled,1
user_253,1271430,complete,1
user_478,1271430,buy,1
user_266,1271430,view,1
user_274,1271430,buy,1
user_295,1271430,enrolled,1
user_382,1271430,enrolled,1
user_69,1271430,complete,1
user_114,1271430,enrolled,1
user_44,1271430,complete,1
user_490,1271430,view,1
user_168,1271430,view,1
user_154,1271430,buy,1
user_217,1271430,view,1
user_25,1271430,view,1
user_493,1271430,enrolled,1
user_150,1271430,enrolled,1
user_288,1271430,view,1
user_197,1271430,view,1
user_176,1271430,complete,1
user_27,715476,view,1
user_289,715476,buy,1
user_300,715476,enrolled,1
user_260,715476,view,1
user_213,715476,buy,1
user_286,715476,view,1
user_471,715476,buy,1
user_140,715476,view,1
user_309,715476,view,1
user_197,715476,enrolled,1
user_292,715476,view,1
user_412,715476,view,1
user_327,715476,enrolled,1
user_108,715476,view,1
user_491,715476,enrolled,1
user_148,715476,view,1
user_294,715476,view,1
user_296,715476,complete,1
user_478,715476,view,1
user_309,715476,view,1
user_234,1219820,view,1
user_186,1219820,view,1
user_283,1219820,complete,1
user_486,1219820,enrolled,1
user_128,1219820,view,1
user_87,1219820,view,1
user_215,1219820,complete,1
user_413,1219820,view,1
user_367,1219820,view,1
user_346,1219820,view,1
user_464,1219820,buy,1
user_298,1219820,enrolled,1
user_20,1219820,buy,1
user_482,1219820,view,1
user_334,1219820,buy,1
user_337,1219820,enrolled,1
user_459,1219820,buy,1
user_180,1219820,buy,1
user_213,1219820,buy,1
user_468,1219820,view,1
user_114,1219820,enrolled,1
user_145,1219820,view,1
user_89,1219820,enrolled,1
user_429,1219820,complete,1
user_349,1219820,enrolled,1
user_332,1219820,buy,1
user_38,1219820,view,1
user_210,1219820,complete,1
user_438,1219820,buy,1
user_212,1219820,view,1
user_271,1219820,enrolled,1
user_286,1219820,buy,1
user_477,1219820,view,1
user_348,1219820,enrolled,1
user_36,1219820,buy,1
user_16,1219820,complete,1
user_19,1219820,view,1
user_105,1219820,buy,1
user_352,1219820,enrolled,1
user_56,1219820,enrolled,1
user_51,1219820,view,1
user_494,1219820,view,1
user_458,1219820,view,1
user_20,1219820,buy,1
user_185,1219820,view,1
user_211,1219820,view,1
user_397,1219820,complete,1
user_31,1219820,enrolled,1
user_233,627332,complete,1
user_406,627332,enrolled,1
user_165,627332,buy,1
user_240,627332,complete,1
user_346,627332,complete,1
user_490,627332,view,1
user_324,627332,view,1
user_154,627332,view,1
user_192,627332,enrolled,1
user_244,627332,view,1
user_463,627332,view,1
user_68,627332,enrolled,1
user_239,627332,enrolled,1
user_356,627332,view,1
user_123,627332,complete,1
user_154,627332,buy,1
user_209,627332,view,1
user_112,627332,view,1
user_211,627332,enrolled,1
user_35,627332,enrolled,1
user_394,627332,complete,1
user_24,627332,enrolled,1
user_230,627332,complete,1
user_97,627332,complete,1
user_102,627332,view,1
user_384,627332,enrolled,1
user_440,627332,buy,1
user_319,627332,enrolled,1
user_431,627332,view,1
user_285,627332,view,1
user_78,627332,view,1
user_307,627332,view,1
user_271,1136038,view,1
user_327,1136038,view,1
user_177,1136038,view,1
user_262,1136038,complete,1
user_355,1136038,view,1
user_433,1136038,view,1
user_202,1136038,enrolled,1
user_351,1136038,buy,1
user_384,1136038,view,1
user_123,1136038,view,1
user_292,1136038,view,1
user_172,1136038,view,1
user_123,1136038,view,1
user_109,1136038,enrolled,1
user_259,1136038,view,1
user_352,1136038,view,1
user_326,1136038,buy,1
user_104,1136038,view,1
user_36,1136038,enrolled,1
user_59,1136038,view,1
user_389,1136038,view,1
user_356,1136038,complete,1
user_418,1136038,view,1
user_476,1136038,buy,1
user_225,1136038,view,1
user_149,1136038,enrolled,1
user_160,1136038,buy,1
user_124,1136038,enrolled,1
user_63,1136038,buy,1
user_414,1136038,view,1
user_382,1136038,view,1
user_447,1232282,view,1
user_214,1232282,enrolled,1
user_183,1232282,buy,1
user_61,1232282,enrolled,1
user_321,1232282,enrolled,1
user_194,1232282,view,1
user_385,1232282,view,1
user_85,1232282,enrolled,1
user_181,1232282,enrolled,1
user_431,1232282,enrolled,1
user_386,1232282,view,1
user_246,1232282,view,1
user_92,1232282,view,1
user_500,1232282,enrolled,1
user_312,1232282,buy,1
user_412,1232282,view,1
user_201,1232282,enrolled,1
user_112,1232282,view,1
user_444,1232282,view,1
user_387,1232282,complete,1
user_462,1232282,view,1
user_491,1232282,view,1
user_291,1232282,complete,1
user_202,1232282,view,1
user_171,1232282,view,1
user_406,1232282,view,1
user_87,1232282,view,1
user_188,1232282,view,1
user_478,1232282,view,1
user_118,1232282,view,1
user_204,1232282,buy,1
user_154,1232282,view,1
user_453,1232282,buy,1
user_458,1232282,enrolled,1
user_67,1232282,enrolled,1
user_425,1232282,view,1
user_485,1232282,buy,1
user_401,1232282,view,1
user_9,1232282,complete,1
user_414,1232282,view,1
user_373,1232282,view,1
user_84,1232282,view,1
user_52,1232282,complete,1
user_222,1232282,view,1
user_416,41961,view,1
user_123,41961,buy,1
